Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml),Weight_per_Unit_g,fiber_g,sugar_g,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg_detailed,zinc_mg,vitamin_a_mcg,vitamin_b1_mg,vitamin_b2_mg,vitamin_b3_mg,vitamin_b6_mg,vitamin_b12_mcg,vitamin_c_mg,vitamin_d_mcg,vitamin_e_mg,vitamin_k_mcg,folate_mcg,saturated_fat_g,monounsaturated_fat_g,polyunsaturated_fat_g,trans_fat_g,cholesterol_mg_detailed,omega_3_g,omega_6_g
Butter (1 tbsp),Condiment/Dairy,100,0.1,0.0,11.0,0.0,0.0,82,30,Breakfast,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,32.1,0.0,0.0
Meatball Sub (6 inch),Meal/Processed,580,28.0,55.0,27.0,6.0,10.0,1200,70,Lunch,500,100.0,1.7,0.0,198.0,2.35,0.0,0.0,29.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03,0.0,0.0,0.67,25.0,0.0,0.0
Kiwifruit (1 medium),Fruit,46,0.9,11.1,0.4,2.3,6.7,2,0,Snack,0,150.0,4.050000000000001,0.0,21.0,0.36,0.0,0.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.95,0.0,0.0,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beef Jerky (1 oz),Snack/Processed,116,9.4,3.1,7.2,0.5,2.5,590,30,Snack,0,28.4,0.5112,0.0,5.68,1.5392799999999998,14.483999999999998,115.588,169.54799999999997,506.93999999999994,2.3032399999999997,0.0,0.043736,0.040327999999999996,0.49188799999999994,0.05083599999999999,0.0,0.0,0.08519999999999998,0.13915999999999998,0.6531999999999999,38.056,3.0813999999999995,3.2106199999999996,0.28712399999999993,0.0,13.631999999999998,0.0,0.0
Figs (2 medium),Fruit,74,0.6,19.2,0.3,2.9,16.2,2,0,Snack,0,150.0,11.25,0.0,213.0,0.0,0.0,0.0,975.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lobster (3oz steamed),Protein/Seafood,76,16.0,0.0,0.7,0.0,0.0,250,125,Dinner,250,85.1,0.0,0.0,90.206,0.28083,40.848,173.60399999999998,215.303,455.28499999999997,3.8039699999999996,0.851,0.018722,0.014467,1.627963,0.100418,0.0,0.0,0.0,0.9361,0.0,7.659,0.194879,0.236578,0.319125,0.0,137.011,0.0,0.0
Melted Butter (for lobster),Condiment,200,0.2,0.0,22.0,0.0,0.0,164,60,Dinner,0,100.0,2.3,0.0,457.0,0.0,53.0,382.0,714.0,286.0,1.77,107.0,0.113,0.817,3.301,0.168,0.0,57.1,0.1,6.43,12.2,55.0,2.236,0.968,0.194,0.0,0.0,0.0,0.0
Corn on the Cob (1 large),Vegetable,125,5.0,29.0,1.5,3.0,5.0,2,0,Dinner,0,200.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vegetable Soup (1 can),Meal/Vegetable,140,4.0,22.0,4.0,6.0,8.0,780,5,Lunch,250,350.0,4.2,0.0,84.0,1.54,0.0,0.0,0.0,1113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.0,0.0,0.0,0.0
Saltine Crackers (5 crackers),Grain/Processed,60,1.0,10.0,1.5,0.5,0.0,140,0,Lunch,0,100.0,0.0,0.0,125.0,6.25,0.0,0.0,94.0,812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0
Mango (1 cup slices),Fruit,99,1.4,24.7,0.6,2.6,22.5,2,0,Snack,0,240.0,5.04,0.0,33.6,4.632,0.0,0.0,0.0,0.0,0.0,309.59999999999997,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheesecake (1 slice),Dessert,320,5.0,28.0,21.0,1.0,20.0,280,65,Snack,250,40.0,0.7200000000000001,0.0,20.400000000000002,0.35200000000000004,0.0,0.0,43.6,88.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8920000000000003,0.0,0.0,0.0,23.200000000000003,0.0,0.0
Pad Thai (Chicken 1.5 cups),Meal/Pasta,550,25.0,60.0,22.0,5.0,10.0,950,70,Dinner,500,240.0,2.4,0.0,84.0,4.08,0.0,0.0,324.0,708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0
Spring Roll (Veg 2 rolls),Snack/Processed,180,4.0,25.0,7.0,3.0,3.0,450,0,Dinner,0,100.0,0.9,0.0,18.0,0.49,0.0,0.0,0.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0
Coconut Water (1 cup),Beverage,46,1.7,8.9,0.5,2.6,6.3,252,0,Snack,240,240.0,0.0,0.0,28.799999999999997,0.0,0.0,0.0,460.79999999999995,64.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kimchi (1/2 cup),Vegetable,22,1.7,4.0,0.4,2.4,1.5,750,0,Side,0,120.0,1.92,0.0,39.6,3.0,16.8,28.799999999999997,181.2,597.6,0.264,6.0,0.012,0.252,1.32,0.2556,0.0,0.0,0.0,0.132,52.32,62.4,0.0804,0.044399999999999995,0.28919999999999996,0.0,0.0,0.0,0.0
Sashimi (Salmon 3 pcs),Protein/Fish,120,18.0,0.0,5.0,0.0,0.0,45,40,Lunch,0,100.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasabi (1 tsp),Condiment,10,0.1,2.2,0.1,0.3,1.0,40,0,Lunch,0,100.0,6.1,0.0,41.0,0.5,21.0,26.0,182.0,3390.0,0.61,0.0,0.05,0.07,0.16,0.05,0.0,0.0,0.0,3.91,3.5,10.0,2.03,4.41,3.63,0.023,0.0,0.151,3.43
Seaweed Salad (1/2 cup),Vegetable,60,2.0,8.0,3.0,2.0,4.0,350,0,Lunch,0,120.0,60.0,0.0,171.6,1.548,0.0,0.0,0.0,3552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.159999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
French Onion Soup (1 cup),Meal,150,6.0,15.0,7.0,2.0,5.0,800,20,Lunch,250,240.0,1.68,0.0,211.2,0.6,0.0,0.0,0.0,681.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,0.0,0.0,0.0,0.0,5.063999999999999,0.0,0.0,0.0,26.4,0.0,0.0
Croutons (1/4 cup),Grain,50,1.5,7.0,2.0,0.5,0.5,140,0,Lunch,0,60.0,3.0,0.0,57.599999999999994,1.692,25.2,84.0,108.6,799.8,0.564,4.2,0.3036,0.2526,2.7876,0.049800000000000004,0.0,0.0,0.0,0.24,4.56,63.0,3.1481999999999997,5.698799999999999,1.4207999999999998,0.0,4.2,0.0,0.0
Shepherd's Pie (1 serving),Meal/Meat,400,20.0,35.0,20.0,6.0,7.0,850,55,Dinner,250,100.0,1.5,0.0,26.0,0.93,15.0,87.0,250.0,264.0,1.69,79.0,0.076,0.105,1.972,0.176,0.0,2.0,0.1,0.33,3.9,12.0,2.67,2.362,0.479,0.0,27.0,0.0,0.0
Green Peas (1/2 cup),Legume,62,4.1,11.1,0.2,4.4,4.2,2,0,Dinner,0,120.0,5.3999999999999995,0.0,0.0,1.488,0.0,0.0,121.19999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apple Pie (1 slice),Dessert,410,3.0,58.0,19.0,3.0,25.0,320,0,Snack,0,40.0,0.7200000000000001,0.0,0.0,0.384,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.184,2.124,0.532,0.0,0.0,0.0,0.0
Gin & Tonic (1 drink),Beverage,170,0.0,13.0,0.0,0.0,13.0,2,0,Snack,180,100.0,0.0,0.0,1.0,0.02,0.0,1.0,1.0,9.0,0.08,0.0,0.002,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Wine (5 oz glass),Beverage,125,0.1,3.8,0.0,0.0,0.9,6,0,Dinner,0,141.8,0.0,0.0,11.344000000000001,0.6522800000000001,17.016000000000002,32.614000000000004,180.086,5.672000000000001,0.19852000000000003,0.0,0.007090000000000001,0.043958000000000004,0.317632,0.08082600000000001,0.0,0.0,0.0,0.0,0.5672,1.4180000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Halibut (4oz baked),Protein/Fish,125,24.0,0.0,2.5,0.0,0.0,60,40,Dinner,250,113.4,0.0,0.0,27.216,1.2020400000000002,0.0,0.0,0.0,60.102000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.690000000000005,0.0,0.0
Quinoa Salad (1 cup),Meal/Vegetarian,260,9.0,32.0,12.0,6.0,4.0,300,0,Lunch,250,240.0,4.56,0.0,91.2,2.472,0.0,0.0,0.0,571.1999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lemonade (1 cup),Beverage,99,0.1,26.0,0.0,0.1,25.0,30,0,Snack,240,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pistachios (1 oz shelled),Nut,159,5.7,7.7,12.8,3.0,2.2,2,0,Snack,0,28.4,3.0387999999999997,0.0,20.163999999999998,1.0962399999999999,0.0,0.0,0.0,162.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2211999999999998,0.0,0.0,0.0,0.0,1.52224,0.0,0.0,0.0,0.0,0.0,0.0
Oat Milk (1 cup),Beverage/Dairy-Alt,120,3.0,16.0,5.0,2.0,7.0,100,0,Breakfast,0,240.0,1.2,0.0,372.0,0.504,19.2,48.0,43.199999999999996,103.2,0.45599999999999996,0.0,0.0552,0.0192,0.1344,0.012,1.2,0.0,4.08,0.888,3.5999999999999996,4.8,0.4488,3.2376,1.488,0.0,0.0,0.0,0.0
Biscuits and Gravy (1 serving),Meal/Processed,480,10.0,45.0,28.0,2.0,3.0,1100,35,Breakfast,250,100.0,3.1,0.0,308.0,4.15,0.0,0.0,0.0,1380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.23,0.0,0.0,0.0,15.0,0.0,0.0
Avocado (1/2 fruit),Fruit,160,2.0,8.5,14.7,6.7,0.7,7,0,Breakfast,0,100.0,0.1,0.0,34.0,0.35,7.0,31.0,58.0,867.0,0.25,10.0,0.02,0.05,0.14,0.01,0.0,0.2,0.0,4.6,96.7,4.0,5.978,9.423,23.165,0.0,40.0,0.0,0.0
Corn Flakes (1 cup),Grain,100,2.0,24.0,0.0,1.0,3.0,200,0,Breakfast,0,240.0,7.4399999999999995,0.0,0.0,67.44,0.0,0.0,412.8,2025.6,0.0,0.0,2.4,3.192,37.44,3.7439999999999998,11.256,112.55999999999999,300.0,0.0,0.0,748.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T-Bone Steak (6oz),Protein/Meat,460,38.0,0.0,33.0,0.0,0.0,110,105,Dinner,0,170.1,0.0,0.0,32.318999999999996,5.06898,34.019999999999996,350.40599999999995,433.75499999999994,631.0709999999999,6.974099999999999,11.906999999999998,0.096957,0.39122999999999997,9.319778999999999,1.051218,0.0,0.0,0.1701,0.40823999999999994,2.7216,6.803999999999999,12.624821999999998,13.983920999999999,1.3863149999999997,0.0,139.482,0.0,0.0
Creamed Spinach (1/2 cup),Vegetable,190,5.0,8.0,16.0,3.0,2.0,450,50,Dinner,0,120.0,1.08,0.0,212.4,0.768,0.0,0.0,0.0,392.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.96,0.0,0.0,0.0,0.0,8.496,0.0,0.0,0.0,42.0,0.0,0.0
Pecans (1 oz),Nut,196,2.6,3.9,20.4,2.7,1.1,0,0,Snack,0,28.4,2.84,0.0,19.028,0.6815999999999999,0.0,0.0,118.42799999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8942799999999997,11.36,5.68,0.0,0.0,0.0,0.0
Fruit Cocktail (canned 1 cup),Fruit,110,1.0,28.0,0.0,2.0,26.0,10,0,Snack,0,240.0,6.0,0.0,38.4,0.72,0.0,0.0,0.0,38.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramen (Instant 1 pack),Meal/Processed,380,9.0,53.0,14.0,2.0,2.0,1580,0,Lunch,500,100.0,3.6,0.0,36.0,4.91,0.0,0.0,0.0,1360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0
Mocha Latte (16oz),Beverage,360,12.0,48.0,15.0,2.0,42.0,150,45,Snack,473,453.6,0.0,0.0,1310.9040000000002,53.524800000000006,0.0,0.0,716.6880000000001,1610.2800000000002,17.9172,0.0,9.072000000000001,0.0,23.859360000000002,2.3859360000000005,0.0,0.0,0.0,0.0,0.0,476.28000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cucumber Slices (1 cup),Vegetable,16,0.7,3.6,0.1,0.5,1.7,2,0,Snack,0,240.0,1.2,0.0,33.6,0.168,19.2,45.6,328.8,566.4,0.36,7.199999999999999,0.0504,0.0576,0.17279999999999998,0.08879999999999999,0.0,6.0,0.0,0.048,35.04,14.399999999999999,0.0648,0.0096,0.0504,0.0,0.0,0.0,0.0
Feta Cheese (1 oz),Dairy,75,4.0,1.2,6.1,0.0,0.7,316,25,Lunch,0,28.4,0.0,0.0,60.775999999999996,0.0,0.0,0.0,0.0,323.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0611999999999995,0.0,0.0,0.0,20.163999999999998,0.0,0.0
Olives (Kalamata 5 large),Fruit,35,0.2,1.0,3.5,0.5,0.0,210,0,Lunch,0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicken Alfredo (1.5 cups),Meal/Pasta,680,35.0,45.0,38.0,4.0,5.0,980,120,Dinner,250,240.0,1.68,0.0,170.4,0.9359999999999999,0.0,0.0,398.4,840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792,0.0,0.0,0.0,33.6,0.0,0.0
Breadstick (1 large),Grain,160,4.0,28.0,3.0,1.0,2.0,350,0,Dinner,0,200.0,0.0,0.0,102.0,5.54,0.0,0.0,0.0,1692.0,0.0,0.0,0.0,0.348,6.16,0.0,0.0,12.4,0.0,0.0,0.0,0.0,7.7,5.12,0.0,0.0,0.0,0.0,0.0
Cobb Salad,Meal/Protein,510,30.0,12.0,38.0,7.0,6.0,800,210,Lunch,500,100.0,1.3,0.0,64.0,0.77,0.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,49.0,0.0,0.0
Blue Cheese Dressing (2 tbsp),Condiment,150,1.0,2.0,16.0,0.0,1.0,320,10,Lunch,0,15.0,0.0,0.0,10.049999999999999,0.0,0.0,0.0,0.0,115.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2.55,0.0,0.0
Mandarin Orange (1 medium),Fruit,37,0.6,9.3,0.2,1.3,7.3,1,0,Snack,0,150.0,1.0499999999999998,0.0,64.5,1.155,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cashews (1 oz roasted),Nut,163,4.3,9.2,13.1,0.9,1.4,140,0,Snack,0,28.4,0.7668,0.0,12.212,1.5364399999999998,0.0,0.0,176.648,130.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3032399999999997,0.0,0.0,0.0,0.0,0.0,0.0
Eggo Waffle (2 waffles),Grain/Processed,180,4.0,30.0,5.0,1.0,4.0,400,0,Breakfast,0,100.0,7.0,0.0,347.0,4.8,0.0,410.0,240.0,263.0,0.0,240.0,0.0,0.0,0.0,0.23,0.3,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0
Diet Soda (1 can),Beverage,0,0.0,0.0,0.0,0.0,0.0,40,0,Lunch,355,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pulled Pork Sandwich,Meal/Meat,480,25.0,48.0,20.0,3.0,15.0,900,75,Lunch,250,100.0,1.2,0.0,44.0,1.24,22.0,161.0,305.0,666.0,1.85,13.0,0.166,0.128,3.03,0.248,0.0,0.2,8.0,0.89,1.4,2.0,1.42,1.81,0.757,0.003,35.0,0.028,0.615
Macadamia Nuts (1 oz),Nut,204,2.2,3.9,21.5,2.4,1.3,1,0,Snack,0,28.4,2.272,0.0,19.88,0.7525999999999999,33.512,56.23199999999999,103.09199999999998,100.252,0.36635999999999996,0.0,0.20163999999999996,0.024707999999999997,0.645816,0.10195599999999999,0.0,0.19879999999999998,0.0,0.16187999999999997,0.0,2.84,3.3929479999999996,16.8341,0.425432,0.0,0.0,0.0,0.0
Crab Cakes (2 medium),Meal/Seafood,340,20.0,18.0,20.0,1.0,2.0,700,120,Dinner,250,150.0,1.35,0.0,166.5,1.32,0.0,0.0,301.5,756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6550000000000002,0.0,0.0,0.0,166.5,0.0,0.0
Tartar Sauce (2 tbsp),Condiment,60,0.2,2.0,5.5,0.1,1.5,180,5,Dinner,0,15.0,0.075,0.0,3.9,0.0375,0.8999999999999999,2.55,10.2,100.05,0.018,1.65,0.0024,0.00435,0.013949999999999999,0.006599999999999999,0.0,0.345,0.0,0.252,7.56,0.75,0.49995,0.54075,1.3566,0.0,1.05,0.0,0.0
Lemon Bar (1 square),Dessert,150,1.5,22.0,6.0,0.5,15.0,80,30,Snack,0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Almond Milk (Unsweetened 1 cup),Beverage/Dairy-Alt,30,1.0,1.0,2.5,1.0,0.0,160,0,Breakfast,240,240.0,0.24,0.0,386.4,0.744,19.2,72.0,79.2,134.4,0.432,91.2,0.0,0.0792,0.18,0.0,0.768,0.0,1.92,7.3919999999999995,0.0,0.0,0.2904,1.656,0.6168,0.0,0.0,0.0,0.0
Rice Krispies (1.5 cups),Grain,160,3.0,37.0,0.5,0.5,4.0,290,0,Breakfast,0,240.0,0.0,0.0,7.199999999999999,5.28,31.2,100.8,93.6,842.4,1.2,648.0,1.68,1.92,21.84,2.16,0.0,0.0,0.0,0.0,0.0,578.4,3.36,6.0,12.239999999999998,0.0,0.0,0.0,0.0
Sugar (1 tsp for cereal),Condiment,16,0.0,4.0,0.0,0.0,4.0,0,0,Breakfast,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tuna (Canned 3oz in water),Protein/Fish,90,20.0,0.0,1.0,0.0,0.0,250,35,Lunch,0,85.1,0.7659,0.0,32.338,0.57868,0.0,0.0,0.0,376.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8507,0.0,0.0,0.0,0.0,0.39997,0.0,0.0,0.0,4.255,0.0,0.0
Mayonnaise (1 tbsp),Condiment,90,0.1,0.1,10.0,0.0,0.1,70,5,Lunch,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.64999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6649999999999998,0.0,0.0,0.0,8.4,0.0,0.0
Pickle (1 spear dill),Vegetable,5,0.2,1.0,0.1,0.3,0.5,300,0,Lunch,0,100.0,1.0,0.0,54.0,0.23,7.0,16.0,112.0,808.0,0.11,4.0,0.047,0.057,0.109,0.034,0.0,2.1,0.0,0.12,16.8,8.0,0.079,0.005,0.122,0.0,0.0,0.0,0.0
Lobster Bisque (1 cup),Meal/Seafood,250,8.0,12.0,18.0,1.0,3.0,850,50,Lunch,250,240.0,0.0,0.0,146.4,1.056,0.0,0.0,0.0,784.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,17.639999999999997,0.0,0.0,0.0,112.8,0.0,0.0
Reuben Sandwich,Meal/Processed,650,28.0,35.0,40.0,5.0,6.0,1500,100,Lunch,500,100.0,2.2,0.0,117.0,1.69,21.0,131.0,134.0,688.0,2.0,56.0,0.308,0.179,1.93,0.144,0.0,2.5,0.1,1.62,17.2,32.0,5.786,6.573,4.678,0.0,43.0,0.0,0.0
Sauerkraut (1/4 cup side),Vegetable,7,0.3,1.5,0.0,1.0,0.6,234,0,Lunch,0,60.0,1.68,0.0,18.0,0.852,7.8,12.0,99.0,395.4,0.108,15.6,0.012,0.013199999999999998,0.0834,0.0972,0.0,7.68,0.06,0.222,8.4,13.2,0.6402,0.3864,0.2658,0.0,2.4,0.0,0.0
Mushroom (White 1 cup sliced),Vegetable,15,2.2,2.3,0.2,0.7,1.4,4,0,Dinner,0,240.0,2.16,10.607999999999999,64.8,2.112,0.0,0.0,806.4,871.1999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.112,0.0,0.0,0.0,0.0,0.0,0.0
Soy Milk (Original 1 cup),Beverage/Dairy-Alt,110,8.0,9.0,4.5,2.0,6.0,125,0,Breakfast,240,240.0,0.24,0.0,225.6,1.32,52.8,158.4,362.4,76.8,0.744,129.6,0.14159999999999998,0.192,0.54,0.12239999999999998,0.864,0.0,1.44,0.36,6.72,45.6,0.756,0.9576,2.5632,0.0,0.0,0.0,0.0
Chicken Tikka Masala (1.5 cups),Meal/Meat,480,30.0,20.0,30.0,5.0,8.0,900,95,Dinner,250,240.0,4.56,0.0,62.4,2.304,0.0,0.0,350.4,662.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072,0.0,0.0,0.0,33.6,0.0,0.0
Naan Bread (1 piece),Grain,260,8.0,45.0,5.0,2.0,3.0,450,10,Dinner,0,100.0,5.2,0.0,64.0,1.88,74.0,204.0,201.0,508.0,1.35,2.0,0.153,0.196,3.891,0.139,0.0,0.0,0.0,1.44,3.6,15.0,3.16,2.115,1.367,0.0,1.0,0.0,0.0
Cucumber Salad (1/2 cup),Vegetable,40,1.0,5.0,2.0,1.0,4.0,200,0,Dinner,0,120.0,0.0,0.0,28.799999999999997,0.0,0.0,0.0,0.0,423.59999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vodka Soda (1 drink),Beverage,100,0.0,0.0,0.0,0.0,0.0,5,0,Snack,180,100.0,0.0,0.0,4.0,0.02,1.0,1.0,2.0,16.0,0.08,0.0,0.002,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chocolate Croissant,Dessert,350,6.0,40.0,19.0,3.0,15.0,300,40,Breakfast,250,100.0,3.3,0.0,36.0,2.25,36.0,110.0,167.0,242.0,0.92,165.0,0.322,0.211,1.837,0.053,0.0,0.2,0.0,0.72,2.6,73.0,12.872,6.409,1.069,0.0,54.0,0.0,0.0
Sweet & Sour Chicken (1 cup),Meal/Processed,380,18.0,45.0,15.0,3.0,25.0,750,50,Dinner,0,240.0,2.4,0.0,14.399999999999999,0.84,0.0,0.0,0.0,561.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,2.304,0.0,0.0,0.0,14.399999999999999,0.0,0.0
Egg Drop Soup (1 cup),Meal/Vegetable,65,5.0,6.0,2.0,0.5,1.0,780,50,Dinner,0,240.0,0.96,0.0,16.8,0.624,4.8,36.0,52.8,888.0,0.216,48.0,0.045599999999999995,0.045599999999999995,0.3744,0.048,0.0,15.6,0.48,0.312,2.88,16.8,0.39840000000000003,0.4584,0.3096,0.0,55.199999999999996,0.0,0.0
String Cheese (1 stick),Dairy,80,6.0,1.0,6.0,0.0,0.0,210,20,Snack,0,100.0,0.0,0.0,682.0,0.0,0.0,0.0,89.0,536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,71.0,0.0,0.0
Turkey Burger (1 patty),Protein/Meat,160,22.0,2.0,8.0,0.0,1.0,400,70,Lunch,250,100.0,0.0,0.0,36.0,1.29,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,89.0,0.0,0.0
Potato Salad (1/2 cup),Meal/Vegetable,180,2.0,19.0,11.0,2.0,3.0,500,10,Lunch,0,120.0,2.52,0.0,9.6,1.716,0.0,0.0,374.4,316.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.148,0.0,0.0,0.0,8.4,0.0,0.0
Cranberry Juice (1 cup),Beverage,130,0.0,33.0,0.0,0.0,30.0,10,0,Breakfast,240,240.0,0.0,0.0,0.0,1.104,0.0,0.0,199.2,28.799999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
